DATASET,DOCUMENT,LLM_NAME,TYPE,REPLY,TIME,COST,GROUND_TRUTH
museo,ASISTENCIA-Sofia Irola-05y08NOV2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6208167000004323,,expedientes de trámites laborales
museo,ASISTENCIA-SOFIA IROLA-06DIC2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6371457000059308,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-06y10SET2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5985845999966841,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-10y11DIC2024.md,google/gemma-4-E2B-it,local,,0.245093799996539,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-12DIC2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6274807999870973,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-15y21ENE2025.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,2.274722100002691,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-16-19DIC2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6406171999988146,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-17al19SET2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6167772999906447,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-18OCT2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6257772999961162,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-19NOV2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6219378000096185,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-22NOV2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.606929499990656,,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-26SET2024.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6302873999957228,,expedientes de trámites laborales
museo,Boleta de Capacitación SIR.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.9523896000027888,,expedientes de trámites laborales
museo,Capacitacion SIR_JUL2025.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,1.57541879999917,,expedientes de trámites laborales
museo,Capacitación más 12 horas Sofia Irola.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,1.4648806000041077,,expedientes de trámites laborales
museo,Capacitación SIR 7MAR.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.7094190000061644,,expedientes de trámites laborales
museo,Capacitación SIR MICITT.md,google/gemma-4-E2B-it,local,'solicitudesadministrativas',0.8954214999976102,,expedientes de trámites laborales
museo,CARTA-DGAN-DG-412-2025 Respuesta OFI MNCR-DAF-AC-015-2025.md,google/gemma-4-E2B-it,local,correspondencia,0.4237826999888057,,correspondencia
museo,CE-17SET2024-Ifigenia Quintanilla Participacion en Comite nacional.md,google/gemma-4-E2B-it,local,correspondencia,1.6029017999971984,,correspondencia
museo,CE-Grettel Monge-14AGO2025.md,google/gemma-4-E2B-it,local,correspondencia,0.7293751999968663,,expedientes de proyectos y programas institucionales
museo,CIR MNCR-DAF-AC-001-2024.md,google/gemma-4-E2B-it,local,circulares,0.8588675000064541,,circulares
museo,CIR MNCR-DG-004-2024_Lineamientos_Archivo_Central.md,google/gemma-4-E2B-it,local,circulares,0.4281827000086196,,circulares
museo,CIR_MNCR-DAF-AC-001-2025_Gestion de doc 2025.md,google/gemma-4-E2B-it,local,controles,1.1266174000047613,,circulares
museo,CIR_MNCR-DAF-AC-002-2025.md,google/gemma-4-E2B-it,local,circulares,0.463311799991061,,circulares
museo,CIR_MNCR-DAF-AC-003-2025 Normalizacion formularios.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.9344707999989624,,circulares
museo,CIR_MNCR-DAF-AC-004-2025 plantillas informes.md,google/gemma-4-E2B-it,local,informes,0.9203171999979533,,circulares
museo,CIR_MNCR-DAF-AC-005-2025 recordatorio responsabilidad doc (1).md,google/gemma-4-E2B-it,local,memorandos,0.7685166000010213,,circulares
museo,CIR_MNCR-DAF-AC-006-2025 formularios.md,google/gemma-4-E2B-it,local,circulares,0.6911302999942563,,circulares
museo,CIR_MNCR-DAF-AC-007-2025 archivo digital.md,google/gemma-4-E2B-it,local,'memorandos',0.9288660000020172,,circulares
museo,CIR_MNCR-DAF-AC-008-2025 comisiones.md,google/gemma-4-E2B-it,local,memorandos,0.7306399999943096,,circulares
museo,CIR_MNCR-DAF-AC-009-2025 plantillas y formularios.md,google/gemma-4-E2B-it,local,circulares,0.8094904000026872,,circulares
museo,Contrato de Teletrabajo Sofia Irola 1.md,google/gemma-4-E2B-it,local,contratos,0.7650761999975657,,expedientes de trámites laborales
museo,CONTR_ MNCR-DAF-AC-001-2025_Biblio.md,google/gemma-4-E2B-it,local,controles,0.7956955999979982,,solicitudes administrativas
museo,CONTR_ MNCR-DPM-016-2025 Traslado de documentos.md,google/gemma-4-E2B-it,local,'controles',1.0076285999966783,,solicitudes administrativas
museo,CONTR_MNCR-DPM-02-2025.md,google/gemma-4-E2B-it,local,informes,1.1770042999996804,,solicitudes administrativas
museo,CONV_MNCR-DG-AJ-016-2025.md,google/gemma-4-E2B-it,local,memorandos,0.7149809999973513,,expedientes de proyectos y programas institucionales
museo,DG-2024-O-285 designación_encargada_Archivo_comisión_CIAP.md,google/gemma-4-E2B-it,local,memorandos,0.3974372999946354,,correspondencia
museo,DG-2024-O-344 Conformacion CISED.md,google/gemma-4-E2B-it,local,memorandos,0.4836056999920401,,correspondencia
museo,DG-2024-O-345 Diagnostico AC.md,google/gemma-4-E2B-it,local,informes,0.7679878000053577,,correspondencia
museo,DGAN-DG-581-2024 préstamo activos Arch Museo Nac.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6833424000069499,,correspondencia
museo,EVALUACIÓN DEL DESEMPEÑO 2024 SIR febrero.md,google/gemma-4-E2B-it,local,informes,1.5678881999920122,,expedientes de trámites laborales
museo,Factura a Museo por hospedaje Sofia Irola.md,google/gemma-4-E2B-it,local,facturaelectrónica,1.2085814000020036,,expedientes de trámites laborales
museo,FORMULARIO EVALUACIÓN DEL DESEMPEÑO 2024 SIR.md,google/gemma-4-E2B-it,local,informes,1.7855620000045749,,expedientes de trámites laborales
museo,GIRHA-2024-O-672-2024. Srita. Lisseth Rojas Villarreal.md,google/gemma-4-E2B-it,local,expedientessobrevoluntariado,0.951329399991664,,expedientes sobre voluntariado
museo,INF MNCR-DAF-AC-002-2024 setiembre.md,google/gemma-4-E2B-it,local,informes,0.6849564000003738,,informes
museo,INF MNCR-DAF-AC-003-2024 octubre.md,google/gemma-4-E2B-it,local,informes,0.733431800006656,,informes
museo,INF MNCR-DAF-AC-004-2024 teletrabajo octubre.md,google/gemma-4-E2B-it,local,informes,0.9117012999922736,,informes
museo,INF MNCR-DAF-AC-005-2024 noviembre.md,google/gemma-4-E2B-it,local,informes,0.6951509000064107,,informes
museo,INF MNCR-DAF-AC-006-2024 teletrabajo noviembre.md,google/gemma-4-E2B-it,local,informes,1.0142928999994183,,informes
museo,INF MNCR-DAF-AC-007-2024 participación comisiones.md,google/gemma-4-E2B-it,local,informes,0.7517437999922549,,informes
museo,INF MNCR-DAH-101-2024 Reporte de incidente Mapoteca DAH VF 1.md,google/gemma-4-E2B-it,local,informes,0.9521740000054706,,informes
museo,Informe Anual de Desarrollo Archivístico 2024-2025.md,google/gemma-4-E2B-it,local,informes,1.471898899995722,,informes
museo,INF_MNCR-DAF-AC-001-2025 teletrabajo enero.md,google/gemma-4-E2B-it,local,informes,1.14776890000212,,informes
museo,INF_MNCR-DAF-AC-002-2025 labores enero.md,google/gemma-4-E2B-it,local,informes,0.6778215999947861,,informes
museo,INF_MNCR-DAF-AC-003-2025 teletrabajo febrero.md,google/gemma-4-E2B-it,local,informes,1.013623099992401,,informes
museo,INF_MNCR-DAF-AC-004-2025 labores febrero.md,google/gemma-4-E2B-it,local,informes,0.7645664000010584,,informes
museo,INF_MNCR-DAF-AC-005-2025 Asesoria DAH.md,google/gemma-4-E2B-it,local,informes,1.001951199999894,,informes
museo,INF_MNCR-DAF-AC-006-2025 labores marzo.md,google/gemma-4-E2B-it,local,informes,0.8586518000083743,,informes
museo,INF_MNCR-DAF-AC-007-2025 teletrabajo marzo.md,google/gemma-4-E2B-it,local,informes,1.1003471000003628,,informes
museo,INF_MNCR-DAF-AC-008-2025 reacomodo.md,google/gemma-4-E2B-it,local,informes,1.098181299996213,,informes
museo,INF_MNCR-DAF-AC-009-2025 labores abril.md,google/gemma-4-E2B-it,local,informes,0.7500537000014447,,informes
museo,INF_MNCR-DAF-AC-010-2025 teletrabajo abril.md,google/gemma-4-E2B-it,local,informes,1.1972651999967638,,informes
museo,INF_MNCR-DAF-AC-011-2025 DAH conservacion.md,google/gemma-4-E2B-it,local,informes,2.457352600002196,,informes
museo,INF_MNCR-DAF-AC-012-2025 labores mayo.md,google/gemma-4-E2B-it,local,informes,0.7468613999953959,,informes
museo,INF_MNCR-DAF-AC-013-2025 teletrabajo mayo.md,google/gemma-4-E2B-it,local,informes,0.9210806999908528,,informes
museo,INF_MNCR-DAF-AC-014-2025 Asesoria DPPC.md,google/gemma-4-E2B-it,local,informes,1.0196611999999732,,informes
museo,INF_MNCR-DAF-AC-015-2025 labores junio.md,google/gemma-4-E2B-it,local,informes,0.849592800004757,,informes
museo,INF_MNCR-DAF-AC-016-2025 teletrabajo junio.md,google/gemma-4-E2B-it,local,informes,1.0719523999869125,,informes
museo,INF_MNCR-DAF-AC-017-2025 labores julio.md,google/gemma-4-E2B-it,local,informes,0.8987707999913255,,informes
museo,INF_MNCR-DAF-AC-018-2025 teletrabajo julio.md,google/gemma-4-E2B-it,local,informes,1.624237800002447,,informes
museo,INF_MNCR-DAF-AC-019-2025 participacion en comisiones.md,google/gemma-4-E2B-it,local,informes,0.9142419999989216,,informes
museo,INF_MNCR-DAF-AC-020-2025 labores agosto.md,google/gemma-4-E2B-it,local,informes,0.7250096999923699,,informes
museo,INF_MNCR-DAF-AC-021-2025 teletrabajo agosto.md,google/gemma-4-E2B-it,local,informes,1.601388199997018,,informes
museo,INF_MNCR-DAF-AC-022-2025 labores setiembre.md,google/gemma-4-E2B-it,local,informes,0.7532788999960758,,informes
museo,INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre.md,google/gemma-4-E2B-it,local,informes,1.4985568999982206,,expedientes de trámites laborales | informes
museo,INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre_1.md,google/gemma-4-E2B-it,local,informes,1.4871939000004204,,expedientes de trámites laborales | informes
museo,INF_MNCR-DAF-AC-024-2025 labores octubre.md,google/gemma-4-E2B-it,local,informes,0.7580063999921549,,informes
museo,INF_MNCR-DAF-AC-025-2025 teletrabajo octubre.md,google/gemma-4-E2B-it,local,informes,1.451130599991302,,informes
museo,Inscripción capacitacion DIC2024 SIR.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.982893000007607,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 01-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6070198999950662,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 02y03-09.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6131315000093309,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 05-09.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5908165000000736,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 08-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5994738999870606,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 16-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5982875000045169,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 18-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6175859999930253,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 21-08 anexo.md,google/gemma-4-E2B-it,local,memorandos,1.3179802999948151,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 21-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6026933000102872,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 22-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.63263089999964,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 24-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6043639999988955,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 29-08 anexo.md,google/gemma-4-E2B-it,local,informes,0.9057389999943553,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 29-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6317753000039374,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 31-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6231878999969922,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5690021000045817,,expedientes de trámites laborales
museo,Lista de remision AFC T02-2025.md,google/gemma-4-E2B-it,local,controles,2.8364208999992115,,expedientes de transferencias de documentos
museo,Lista de remision DG T01-2025.md,google/gemma-4-E2B-it,local,correspondencia,1.8150209999876097,,expedientes de transferencias de documentos
museo,Lista de remision RH T04-2025.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.9159737000009045,,expedientes de transferencias de documentos
museo,Lista de remision T05-2025 DPM.md,google/gemma-4-E2B-it,local,correspondencia,1.6470401999977184,,expedientes de transferencias de documentos
museo,MCJ-DVA-1196-2024 Marlen Palma Traslado deshumificadores al MNCR.md,google/gemma-4-E2B-it,local,correspondencia,0.4303691999957664,,correspondencia
museo,MEM_MNCR-DAF-AC-001-2015.md,google/gemma-4-E2B-it,local,memorandos,0.3837214000086533,,expedientes de transferencias de documentos | memorandos
museo,MEM_MNCR-DAF-AC-001-2015_1.md,google/gemma-4-E2B-it,local,memorandos,0.3914160999993328,,expedientes de transferencias de documentos | memorandos
museo,MEM_MNCR-DAF-AC-002-2015.md,google/gemma-4-E2B-it,local,memorandos,0.3734968999924604,,memorandos
museo,MEM_MNCR-DAF-AC-003-2025.md,google/gemma-4-E2B-it,local,memorandos,0.3853041999973357,,expedientes de transferencias de documentos
museo,MIN MNCR-DAF-AC-001-2024 Plani.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8432872999983374,,minutas de reuniones
museo,MIN_MNCR-DAF-AC-001-2025 Salida DPPC.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8977432999963639,,minutas de reuniones
museo,MIN_MNCR-DAF-AC-002-2025 Clasificacion PLAN.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.7715037000016309,,minutas de reuniones
museo,MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8504596000129823,,expedientes de proyectos y programas institucionales | minutas de reuniones
museo,MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3_1.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.743487500003539,,expedientes de proyectos y programas institucionales | minutas de reuniones
museo,OF MNCR-JA-386-2024 AC donación deshumidificadores MCJ act27 a25.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.6095332999975653,,correspondencia
museo,OFI MNCR-DAF-013-2024. Sra. Sofía Irola Rojas. Funciones del puesto.md,google/gemma-4-E2B-it,local,informes,0.7119657000002917,,correspondencia
museo,OFI MNCR-DAF-035-2025. DG. Representantes Comité Gerencial T.I..md,google/gemma-4-E2B-it,local,memorandos,0.3606801999994786,,correspondencia
museo,OFI MNCR-DAF-040-2024 solicitud criterio legal.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6346961999952327,,correspondencia
museo,OFI MNCR-DAF-AC-004-2024 Respuesta DG 362.md,google/gemma-4-E2B-it,local,informes,0.8350909000000684,,correspondencia
museo,OFI MNCR-DAF-AC-005-2024 entrega revistas.md,google/gemma-4-E2B-it,local,correspondencia,0.3788720000011381,,correspondencia
museo,OFI MNCR-DAF-AC-006-2024 DAH seguimiento.md,google/gemma-4-E2B-it,local,informes,0.7712509000120917,,correspondencia
museo,OFI MNCR-DAF-AC-007-2024 Cambio de horario.md,google/gemma-4-E2B-it,local,memorandos,0.3501656000007642,,expedientes de trámites laborales
museo,OFI MNCR-DAF-AC-008-2024 bienes.md,google/gemma-4-E2B-it,local,memorandos,0.7875388999964343,,correspondencia
museo,OFI MNCR-DAF-AC-009-2024 bienes.md,google/gemma-4-E2B-it,local,memorandos,0.4320155999885173,,correspondencia
museo,OFI MNCR-DAF-AC-010-2024 deshumidificadores MCJ.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.071078299995861,,correspondencia
museo,OFI MNCR-DAF-AC-011-2024 trabajo en diciembre.md,google/gemma-4-E2B-it,local,memorandos,0.3725909000058891,,correspondencia
museo,OFI MNCR-DAF-AC-012-2024 UI Computadora.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5525754999980563,,correspondencia
museo,OFI MNCR-DAF-AC-013-2024 MCJ acuerdo JA.md,google/gemma-4-E2B-it,local,memorandos,0.4608966999949189,,correspondencia
museo,OFI MNCR-DAF-AFC-015-2025    Remision de expedientes al Archivo Institucional.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,0.9171190000051864,,expedientes de transferencias de documentos
museo,OFI MNCR-DAF-GIRHA-679-2025 Remisión de expedientes - Archivo Central.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,0.9194755999924382,,expedientes de transferencias de documentos
museo,OFI MNCR-DAF-GIRHA-758-2024. Alexia  Fiorella Rojas Calderón.md,google/gemma-4-E2B-it,local,memorandos,0.4558175999991363,,expedientes sobre voluntariado
museo,OFI MNCR-DAF-GIRHA-771-2024. Sofía Irola Rojas. Contrato Teletrabajo.md,google/gemma-4-E2B-it,local,memorandos,0.3707642999943346,,expedientes de trámites laborales
museo,OFI MNCR-DAF-PI-095-2024  Respuesta a oficio OFI MNCR-DAF-AC-008-2024 - Asignación de bienes -colecciones-.md,google/gemma-4-E2B-it,local,memorandos,0.5301883999927668,,correspondencia
museo,OFI MNCR-DAH-249-2024 Entrega IF Reporte de Incidente Mapoteca DAH.md,google/gemma-4-E2B-it,local,informes,0.6373753999941982,,informes
museo,OFI MNCR-DG-362-2024 Anexo 1 PSJO-124-2024.md,google/gemma-4-E2B-it,local,correspondencia,0.410109199990984,,correspondencia
museo,OFI MNCR-DG-362-2024 Anexo 2 Documentos Escaneados.md,google/gemma-4-E2B-it,local,informes,0.6291507000132697,,correspondencia
museo,OFI MNCR-DG-362-2024 _Solicitud de información piezas pasito Iglesia Colonial Orosi.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5629129000008106,,correspondencia
museo,OFI MNCR-DG-459-2024 deshumificador.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.2007271999900695,,correspondencia
museo,OFI MNCR-DPPC-139-2024 Esculturas Orosí DG.md,google/gemma-4-E2B-it,local,informes,0.8471321999968495,,correspondencia
museo,OFI MNCR-JA-286-2024 CISED.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.612736600000062,,correspondencia
museo,Oficios DPPC 142.md,google/gemma-4-E2B-it,local,informes,0.8086703000008129,,correspondencia
museo,Oficios DPPC 162.md,google/gemma-4-E2B-it,local,correspondencia,0.5352805000002263,,correspondencia
museo,OFI_ MNCR-DG-AJ-176-2025 CRITERIO JURIDICO asignación de bienes- colecciones de documentos.md,google/gemma-4-E2B-it,local,circulares,0.6234527999913553,,correspondencia
museo,OFI_MNCR-DAF-AC-001-2025 DHN.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5729067999927793,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-002-2025 DPPC.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5950829999928828,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-003-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3512710999930277,,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-004-2025 DPPC 1.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5838203000021167,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-005-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3528581999999005,,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-006-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3489206999947782,,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-007-2025 DG IADA.md,google/gemma-4-E2B-it,local,informes,0.7577338000119198,,informes
museo,OFI_MNCR-DAF-AC-008-2025 DG papel.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.9239718999888282,,correspondencia
museo,OFI_MNCR-DAF-AC-009-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3897756000078516,,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-010-2025 DG avances.md,google/gemma-4-E2B-it,local,informes,0.8325346999918111,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-011-2025 DPPC.md,google/gemma-4-E2B-it,local,correspondencia,0.8916324000019813,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-012-2025 DHN.md,google/gemma-4-E2B-it,local,informes,0.9154830999905244,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-013-2025 Memoria del Mundo.md,google/gemma-4-E2B-it,local,memorandos,0.524413100007223,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-014-2025 Establecer convenio.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5790837999957148,,correspondencia | expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-014-2025 Establecer convenio_1.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6069853999943007,,correspondencia | expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-015-2025 AN deshumidif.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.582860399998026,,correspondencia
museo,OFI_MNCR-DAF-AC-016-2025 Inf.md,google/gemma-4-E2B-it,local,memorandos,0.5269877999962773,,correspondencia
museo,OFI_MNCR-DAF-AC-017-2025 RH cambio de horario.md,google/gemma-4-E2B-it,local,memorandos,0.3567722000007052,,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-018-2025 JDAF.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5701169000094524,,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-019-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3564001999911852,,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-020-2025 AJ convenio.md,google/gemma-4-E2B-it,local,'correspondencia',0.6387619000015547,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-020-2025 anexo 1.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.464855099999113,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-020-2025 anexo 2.md,google/gemma-4-E2B-it,local,informes,0.6424741000082577,,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-021-2025 JA.md,google/gemma-4-E2B-it,local,memorandos,0.5519884999957867,,expedientes de proyectos y programas institucionales
