DATASET,DOCUMENT,LLM_NAME,TYPE,REPLY,TIME,COST
museo,INF_MNCR-DAF-AC-003-2025 teletrabajo febrero.md,google/gemma-4-E2B-it,local,informes,1.013623099992401,
museo,INF_MNCR-DAF-AC-004-2025 labores febrero.md,google/gemma-4-E2B-it,local,informes,0.7645664000010584,
museo,INF_MNCR-DAF-AC-005-2025 Asesoria DAH.md,google/gemma-4-E2B-it,local,informes,1.001951199999894,
museo,INF_MNCR-DAF-AC-006-2025 labores marzo.md,google/gemma-4-E2B-it,local,informes,0.8586518000083743,
museo,INF_MNCR-DAF-AC-007-2025 teletrabajo marzo.md,google/gemma-4-E2B-it,local,informes,1.1003471000003628,
museo,INF_MNCR-DAF-AC-008-2025 reacomodo.md,google/gemma-4-E2B-it,local,informes,1.098181299996213,
museo,INF_MNCR-DAF-AC-009-2025 labores abril.md,google/gemma-4-E2B-it,local,informes,0.7500537000014447,
museo,INF_MNCR-DAF-AC-010-2025 teletrabajo abril.md,google/gemma-4-E2B-it,local,informes,1.1972651999967638,
museo,INF_MNCR-DAF-AC-011-2025 DAH conservacion.md,google/gemma-4-E2B-it,local,informes,2.457352600002196,
museo,INF_MNCR-DAF-AC-012-2025 labores mayo.md,google/gemma-4-E2B-it,local,informes,0.7468613999953959,
museo,INF_MNCR-DAF-AC-013-2025 teletrabajo mayo.md,google/gemma-4-E2B-it,local,informes,0.9210806999908528,
museo,INF_MNCR-DAF-AC-014-2025 Asesoria DPPC.md,google/gemma-4-E2B-it,local,informes,1.0196611999999732,
museo,INF_MNCR-DAF-AC-015-2025 labores junio.md,google/gemma-4-E2B-it,local,informes,0.849592800004757,
museo,INF_MNCR-DAF-AC-016-2025 teletrabajo junio.md,google/gemma-4-E2B-it,local,informes,1.0719523999869125,
museo,INF_MNCR-DAF-AC-017-2025 labores julio.md,google/gemma-4-E2B-it,local,informes,0.8987707999913255,
museo,INF_MNCR-DAF-AC-018-2025 teletrabajo julio.md,google/gemma-4-E2B-it,local,informes,1.624237800002447,
museo,INF_MNCR-DAF-AC-019-2025 participacion en comisiones.md,google/gemma-4-E2B-it,local,informes,0.9142419999989216,
museo,INF_MNCR-DAF-AC-020-2025 labores agosto.md,google/gemma-4-E2B-it,local,informes,0.7250096999923699,
museo,INF_MNCR-DAF-AC-021-2025 teletrabajo agosto.md,google/gemma-4-E2B-it,local,informes,1.601388199997018,
museo,INF_MNCR-DAF-AC-022-2025 labores setiembre.md,google/gemma-4-E2B-it,local,informes,0.7532788999960758,
museo,INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre.md,google/gemma-4-E2B-it,local,informes,1.4985568999982206,
museo,INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre_1.md,google/gemma-4-E2B-it,local,informes,1.4871939000004204,
museo,INF_MNCR-DAF-AC-024-2025 labores octubre.md,google/gemma-4-E2B-it,local,informes,0.7580063999921549,
museo,INF_MNCR-DAF-AC-025-2025 teletrabajo octubre.md,google/gemma-4-E2B-it,local,informes,1.451130599991302,
museo,Inscripción capacitacion DIC2024 SIR.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.982893000007607,
museo,Justificación de asistencia Sofia Irola 01-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6070198999950662,
museo,Justificación de asistencia Sofia Irola 02y03-09.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6131315000093309,
museo,Justificación de asistencia Sofia Irola 05-09.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5908165000000736,
museo,Justificación de asistencia Sofia Irola 08-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5994738999870606,
museo,Justificación de asistencia Sofia Irola 16-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5982875000045169,
museo,Justificación de asistencia Sofia Irola 18-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6175859999930253,
museo,Justificación de asistencia Sofia Irola 21-08 anexo.md,google/gemma-4-E2B-it,local,memorandos,1.3179802999948151,
museo,Justificación de asistencia Sofia Irola 21-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6026933000102872,
museo,Justificación de asistencia Sofia Irola 22-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.63263089999964,
museo,Justificación de asistencia Sofia Irola 24-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6043639999988955,
museo,Justificación de asistencia Sofia Irola 29-08 anexo.md,google/gemma-4-E2B-it,local,informes,0.9057389999943553,
museo,Justificación de asistencia Sofia Irola 29-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6317753000039374,
museo,Justificación de asistencia Sofia Irola 31-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6231878999969922,
museo,Justificación de asistencia Sofia Irola.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5690021000045817,
museo,Lista de remision AFC T02-2025.md,google/gemma-4-E2B-it,local,controles,2.8364208999992115,
museo,Lista de remision DG T01-2025.md,google/gemma-4-E2B-it,local,correspondencia,1.8150209999876097,
museo,Lista de remision RH T04-2025.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.9159737000009045,
museo,Lista de remision T05-2025 DPM.md,google/gemma-4-E2B-it,local,correspondencia,1.6470401999977184,
museo,MCJ-DVA-1196-2024 Marlen Palma Traslado deshumificadores al MNCR.md,google/gemma-4-E2B-it,local,correspondencia,0.4303691999957664,
museo,MEM_MNCR-DAF-AC-001-2015.md,google/gemma-4-E2B-it,local,memorandos,0.3837214000086533,
museo,MEM_MNCR-DAF-AC-001-2015_1.md,google/gemma-4-E2B-it,local,memorandos,0.3914160999993328,
museo,MEM_MNCR-DAF-AC-002-2015.md,google/gemma-4-E2B-it,local,memorandos,0.3734968999924604,
museo,MEM_MNCR-DAF-AC-003-2025.md,google/gemma-4-E2B-it,local,memorandos,0.3853041999973357,
museo,MIN MNCR-DAF-AC-001-2024 Plani.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8432872999983374,
museo,MIN_MNCR-DAF-AC-001-2025 Salida DPPC.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8977432999963639,
museo,MIN_MNCR-DAF-AC-002-2025 Clasificacion PLAN.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.7715037000016309,
museo,MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8504596000129823,
museo,MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3_1.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.743487500003539,
museo,OF MNCR-JA-386-2024 AC donación deshumidificadores MCJ act27 a25.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.6095332999975653,
museo,OFI MNCR-DAF-013-2024. Sra. Sofía Irola Rojas. Funciones del puesto.md,google/gemma-4-E2B-it,local,informes,0.7119657000002917,
museo,OFI MNCR-DAF-035-2025. DG. Representantes Comité Gerencial T.I..md,google/gemma-4-E2B-it,local,memorandos,0.3606801999994786,
museo,OFI MNCR-DAF-040-2024 solicitud criterio legal.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6346961999952327,
museo,OFI MNCR-DAF-AC-004-2024 Respuesta DG 362.md,google/gemma-4-E2B-it,local,informes,0.8350909000000684,
museo,OFI MNCR-DAF-AC-005-2024 entrega revistas.md,google/gemma-4-E2B-it,local,correspondencia,0.3788720000011381,
museo,OFI MNCR-DAF-AC-006-2024 DAH seguimiento.md,google/gemma-4-E2B-it,local,informes,0.7712509000120917,
museo,OFI MNCR-DAF-AC-007-2024 Cambio de horario.md,google/gemma-4-E2B-it,local,memorandos,0.3501656000007642,
museo,OFI MNCR-DAF-AC-008-2024 bienes.md,google/gemma-4-E2B-it,local,memorandos,0.7875388999964343,
museo,OFI MNCR-DAF-AC-009-2024 bienes.md,google/gemma-4-E2B-it,local,memorandos,0.4320155999885173,
museo,OFI MNCR-DAF-AC-010-2024 deshumidificadores MCJ.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.071078299995861,
museo,OFI MNCR-DAF-AC-011-2024 trabajo en diciembre.md,google/gemma-4-E2B-it,local,memorandos,0.3725909000058891,
museo,OFI MNCR-DAF-AC-012-2024 UI Computadora.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5525754999980563,
museo,OFI MNCR-DAF-AC-013-2024 MCJ acuerdo JA.md,google/gemma-4-E2B-it,local,memorandos,0.4608966999949189,
museo,OFI MNCR-DAF-AFC-015-2025    Remision de expedientes al Archivo Institucional.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,0.9171190000051864,
museo,OFI MNCR-DAF-GIRHA-679-2025 Remisión de expedientes - Archivo Central.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,0.9194755999924382,
museo,OFI MNCR-DAF-GIRHA-758-2024. Alexia  Fiorella Rojas Calderón.md,google/gemma-4-E2B-it,local,memorandos,0.4558175999991363,
museo,OFI MNCR-DAF-GIRHA-771-2024. Sofía Irola Rojas. Contrato Teletrabajo.md,google/gemma-4-E2B-it,local,memorandos,0.3707642999943346,
museo,OFI MNCR-DAF-PI-095-2024  Respuesta a oficio OFI MNCR-DAF-AC-008-2024 - Asignación de bienes -colecciones-.md,google/gemma-4-E2B-it,local,memorandos,0.5301883999927668,
museo,OFI MNCR-DAH-249-2024 Entrega IF Reporte de Incidente Mapoteca DAH.md,google/gemma-4-E2B-it,local,informes,0.6373753999941982,
museo,OFI MNCR-DG-362-2024 Anexo 1 PSJO-124-2024.md,google/gemma-4-E2B-it,local,correspondencia,0.410109199990984,
museo,OFI MNCR-DG-362-2024 Anexo 2 Documentos Escaneados.md,google/gemma-4-E2B-it,local,informes,0.6291507000132697,
museo,OFI MNCR-DG-362-2024 _Solicitud de información piezas pasito Iglesia Colonial Orosi.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5629129000008106,
museo,OFI MNCR-DG-459-2024 deshumificador.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.2007271999900695,
museo,OFI MNCR-DPPC-139-2024 Esculturas Orosí DG.md,google/gemma-4-E2B-it,local,informes,0.8471321999968495,
museo,OFI MNCR-JA-286-2024 CISED.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.612736600000062,
museo,Oficios DPPC 142.md,google/gemma-4-E2B-it,local,informes,0.8086703000008129,
museo,Oficios DPPC 162.md,google/gemma-4-E2B-it,local,correspondencia,0.5352805000002263,
museo,OFI_ MNCR-DG-AJ-176-2025 CRITERIO JURIDICO asignación de bienes- colecciones de documentos.md,google/gemma-4-E2B-it,local,circulares,0.6234527999913553,
museo,OFI_MNCR-DAF-AC-001-2025 DHN.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5729067999927793,
museo,OFI_MNCR-DAF-AC-002-2025 DPPC.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5950829999928828,
museo,OFI_MNCR-DAF-AC-003-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3512710999930277,
museo,OFI_MNCR-DAF-AC-004-2025 DPPC 1.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5838203000021167,
museo,OFI_MNCR-DAF-AC-005-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3528581999999005,
museo,OFI_MNCR-DAF-AC-006-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3489206999947782,
museo,OFI_MNCR-DAF-AC-007-2025 DG IADA.md,google/gemma-4-E2B-it,local,informes,0.7577338000119198,
museo,OFI_MNCR-DAF-AC-008-2025 DG papel.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.9239718999888282,
museo,OFI_MNCR-DAF-AC-009-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3897756000078516,
museo,OFI_MNCR-DAF-AC-010-2025 DG avances.md,google/gemma-4-E2B-it,local,informes,0.8325346999918111,
museo,OFI_MNCR-DAF-AC-011-2025 DPPC.md,google/gemma-4-E2B-it,local,correspondencia,0.8916324000019813,
museo,OFI_MNCR-DAF-AC-012-2025 DHN.md,google/gemma-4-E2B-it,local,informes,0.9154830999905244,
museo,OFI_MNCR-DAF-AC-013-2025 Memoria del Mundo.md,google/gemma-4-E2B-it,local,memorandos,0.524413100007223,
museo,OFI_MNCR-DAF-AC-014-2025 Establecer convenio.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5790837999957148,
museo,OFI_MNCR-DAF-AC-014-2025 Establecer convenio_1.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6069853999943007,
museo,OFI_MNCR-DAF-AC-015-2025 AN deshumidif.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.582860399998026,
museo,OFI_MNCR-DAF-AC-016-2025 Inf.md,google/gemma-4-E2B-it,local,memorandos,0.5269877999962773,
museo,OFI_MNCR-DAF-AC-017-2025 RH cambio de horario.md,google/gemma-4-E2B-it,local,memorandos,0.3567722000007052,
museo,OFI_MNCR-DAF-AC-018-2025 JDAF.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5701169000094524,
museo,OFI_MNCR-DAF-AC-019-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3564001999911852,
museo,OFI_MNCR-DAF-AC-020-2025 AJ convenio.md,google/gemma-4-E2B-it,local,'correspondencia',0.6387619000015547,
museo,OFI_MNCR-DAF-AC-020-2025 anexo 1.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.464855099999113,
museo,OFI_MNCR-DAF-AC-020-2025 anexo 2.md,google/gemma-4-E2B-it,local,informes,0.6424741000082577,
museo,OFI_MNCR-DAF-AC-021-2025 JA.md,google/gemma-4-E2B-it,local,memorandos,0.5519884999957867,
museo,OFI_MNCR-DAF-AC-022-2025 AI Anexo 1 prueba.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5822401999903377,
museo,OFI_MNCR-DAF-AC-022-2025 AI Anexo 2 MICITT-DGDCFD-OF-000132-2025.md,google/gemma-4-E2B-it,local,memorandos,0.5646588999952655,
museo,OFI_MNCR-DAF-AC-022-2025 AI.md,google/gemma-4-E2B-it,local,memorandos,0.6178032000025269,
museo,OFI_MNCR-DAF-AC-023-2025 Comision NICSP.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.7320176000066567,
museo,OFI_MNCR-DAF-AC-024-2025 Cuadro JA.md,google/gemma-4-E2B-it,local,instrumentostécnicosarchivísticos,0.7969865999912145,
museo,OFI_MNCR-DAF-AC-025-2025 CuadroDG.md,google/gemma-4-E2B-it,local,instrumentostécnicosarchivísticos,0.8621777999942424,
museo,OFI_MNCR-DAF-AC-026-2025 CuadroAJ.md,google/gemma-4-E2B-it,local,instrumentostécnicosarchivísticos,0.8689711000042735,
museo,OFI_MNCR-DAF-AC-027-2025 CuadroDAF.md,google/gemma-4-E2B-it,local,instrumentostécnicosarchivísticos,0.7559733000089182,
museo,OFI_MNCR-DAF-AC-028-2025 CuadroRH.md,google/gemma-4-E2B-it,local,instrumentostécnicosarchivísticos,1.0369808999967065,
museo,OFI_MNCR-DAF-AC-029-2025 CuadroSG.md,google/gemma-4-E2B-it,local,instrumentostécnicosarchivísticos,0.8723007999942638,
museo,OFI_MNCR-DAF-AC-030-2025 CuadroDPPC.md,google/gemma-4-E2B-it,local,instrumentostécnicosarchivísticos,0.9094576000061352,
museo,OFI_MNCR-DAF-AC-031-2025 CuadroDAH.md,google/gemma-4-E2B-it,local,instrumentostécnicosarchivísticos,0.883703700004844,
museo,OFI_MNCR-DAF-AC-032-2025 CuadroDHN.md,google/gemma-4-E2B-it,local,informes,0.7237687000015285,
museo,OFI_MNCR-DAF-AC-033-2025 CuadroDPM.md,google/gemma-4-E2B-it,local,instrumentostécnicosarchivísticos,0.8697199000016553,
museo,OFI_MNCR-DAF-AC-034-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.411595199999283,
museo,OFI_MNCR-DAH-214-2025 avance en inventario de mapas.md,google/gemma-4-E2B-it,local,informes,0.8539535000018077,
museo,OFI_MNCR-DG-030-2025 _envio transferencia T01-2025.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,0.9210487000091234,
museo,OFI_MNCR-DG-031-2025_salida cajas.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,0.928763699994306,
museo,OFI_MNCR-DG-036-2025_Colección_Henry_Pitter.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6971705000032671,
museo,OFI_MNCR-DG-222-2025 carta recomendación Sofía Irola.md,google/gemma-4-E2B-it,local,correspondencia,0.4123386999999638,
museo,OFI_MNCR-DG-314-2025_uso vehículo Institucional.md,google/gemma-4-E2B-it,local,memorandos,0.3562451000034343,
museo,OFI_MNCR-DPM-180-2025.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,0.9528938000003108,
museo,OFI_MNCR-JA-117-2025 DG Resguardo de archivos del MNCR Act 07 Ac 09-firmado.md,google/gemma-4-E2B-it,local,memorandos,0.44084219999786,
museo,OFI_MNCR-JA-311-2025 convenio medio ambiente reciclaje.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8117050000000745,
museo,Planificación EVALUACIÓN DEL DESEMPEÑO SIR 2025.md,google/gemma-4-E2B-it,local,'informes',1.3463029000122333,
