dataset,document,expected_label,model_name,provider,model_group,model_access_type,model_api_id,response,normalized_response,is_valid_category,elapsed_time,input_tokens,output_tokens,total_tokens,estimated_cost,error_message,timestamp
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-10DIC2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.613153099999181,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-15JUL2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6268769000016619,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-16ABR2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6648189999978058,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-16JUL2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6562023000005865,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-17OCT2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6573313999979291,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-18FEB2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,expedientesdetrámiteslaborales,,,0.987348100010422,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-18JUN2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.7433283999998821,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-19FEB2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.5830857999972068,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-20 y 24JUN2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6570187000033911,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-20y21FEB2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6283038000110537,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-22ABR2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.5817108000046574,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-23SET2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6748259000014514,,,,,,
museo,datasets_md\museo\ASISTENCIA- Sofía Irola-28-30JUL2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6070414000132587,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-01NOV2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6211867999954848,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-05y08NOV2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6208167000004323,,,,,,
museo,datasets_md\museo\ASISTENCIA-SOFIA IROLA-06DIC2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6371457000059308,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-06y10SET2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.5985845999966841,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-10y11DIC2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,,,,0.245093799996539,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-12DIC2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6274807999870973,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-15y21ENE2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,2.274722100002691,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-16-19DIC2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6406171999988146,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-17al19SET2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6167772999906447,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-18OCT2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6257772999961162,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-19NOV2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6219378000096185,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-22NOV2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.606929499990656,,,,,,
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-26SET2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6302873999957228,,,,,,
museo,datasets_md\museo\Boleta de Capacitación SIR.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.9523896000027888,,,,,,
museo,datasets_md\museo\Capacitacion SIR_JUL2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,1.57541879999917,,,,,,
museo,datasets_md\museo\Capacitación más 12 horas Sofia Irola.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,1.4648806000041077,,,,,,
museo,datasets_md\museo\Capacitación SIR 7MAR.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.7094190000061644,,,,,,
museo,datasets_md\museo\Capacitación SIR MICITT.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,'solicitudesadministrativas',,,0.8954214999976102,,,,,,
museo,datasets_md\museo\CARTA-DGAN-DG-412-2025 Respuesta OFI MNCR-DAF-AC-015-2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,0.4237826999888057,,,,,,
museo,datasets_md\museo\CE-17SET2024-Ifigenia Quintanilla Participacion en Comite nacional.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,1.6029017999971984,,,,,,
museo,datasets_md\museo\CE-Grettel Monge-14AGO2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,0.7293751999968663,,,,,,
museo,datasets_md\museo\CIR MNCR-DAF-AC-001-2024.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.8588675000064541,,,,,,
museo,datasets_md\museo\CIR MNCR-DG-004-2024_Lineamientos_Archivo_Central.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.4281827000086196,,,,,,
museo,datasets_md\museo\CIR_MNCR-DAF-AC-001-2025_Gestion de doc 2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,controlesdepréstamodedocumentos,,,1.1266174000047613,,,,,,
museo,datasets_md\museo\CIR_MNCR-DAF-AC-002-2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.463311799991061,,,,,,
museo,datasets_md\museo\CIR_MNCR-DAF-AC-003-2025 Normalizacion formularios.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.9344707999989624,,,,,,
museo,datasets_md\museo\CIR_MNCR-DAF-AC-004-2025 plantillas informes.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.9203171999979533,,,,,,
museo,datasets_md\museo\CIR_MNCR-DAF-AC-005-2025 recordatorio responsabilidad doc (1).md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.7685166000010213,,,,,,
museo,datasets_md\museo\CIR_MNCR-DAF-AC-006-2025 formularios.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.6911302999942563,,,,,,
museo,datasets_md\museo\CIR_MNCR-DAF-AC-007-2025 archivo digital.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,'memorandos',,,0.9288660000020172,,,,,,
museo,datasets_md\museo\CIR_MNCR-DAF-AC-008-2025 comisiones.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.7306399999943096,,,,,,
museo,datasets_md\museo\CIR_MNCR-DAF-AC-009-2025 plantillas y formularios.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.8094904000026872,,,,,,
museo,datasets_md\museo\Contrato de Teletrabajo Sofia Irola 1.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,contratos,,,0.7650761999975657,,,,,,
museo,datasets_md\museo\CONTR_ MNCR-DAF-AC-001-2025_Biblio.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,controlesdepréstamodedocumentos,,,0.7956955999979982,,,,,,
museo,datasets_md\museo\CONTR_ MNCR-DPM-016-2025 Traslado de documentos.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,'controlesdepréstamodedocumentos',,,1.0076285999966783,,,,,,
museo,datasets_md\museo\CONTR_MNCR-DPM-02-2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informestécnicosproducidos,,,1.1770042999996804,,,,,,
museo,datasets_md\museo\CONV_MNCR-DG-AJ-016-2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.7149809999973513,,,,,,
museo,datasets_md\museo\DG-2024-O-285 designación_encargada_Archivo_comisión_CIAP.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.3974372999946354,,,,,,
museo,datasets_md\museo\DG-2024-O-344 Conformacion CISED.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.4836056999920401,,,,,,
museo,datasets_md\museo\DG-2024-O-345 Diagnostico AC.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.7679878000053577,,,,,,
museo,datasets_md\museo\DGAN-DG-581-2024 préstamo activos Arch Museo Nac.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6833424000069499,,,,,,
museo,datasets_md\museo\EVALUACIÓN DEL DESEMPEÑO 2024 SIR febrero.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.5678881999920122,,,,,,
museo,datasets_md\museo\Factura a Museo por hospedaje Sofia Irola.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,facturaelectrónica,,,1.2085814000020036,,,,,,
museo,datasets_md\museo\FORMULARIO EVALUACIÓN DEL DESEMPEÑO 2024 SIR.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.7855620000045749,,,,,,
museo,datasets_md\museo\GIRHA-2024-O-672-2024. Srita. Lisseth Rojas Villarreal.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,expedientessobrevoluntariado,,,0.951329399991664,,,,,,
museo,datasets_md\museo\INF MNCR-DAF-AC-002-2024 setiembre.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.6849564000003738,,,,,,
museo,datasets_md\museo\INF MNCR-DAF-AC-003-2024 octubre.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.733431800006656,,,,,,
museo,datasets_md\museo\INF MNCR-DAF-AC-004-2024 teletrabajo octubre.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.9117012999922736,,,,,,
museo,datasets_md\museo\INF MNCR-DAF-AC-005-2024 noviembre.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.6951509000064107,,,,,,
museo,datasets_md\museo\INF MNCR-DAF-AC-006-2024 teletrabajo noviembre.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.0142928999994183,,,,,,
museo,datasets_md\museo\INF MNCR-DAF-AC-007-2024 participación comisiones.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.7517437999922549,,,,,,
museo,datasets_md\museo\INF MNCR-DAH-101-2024 Reporte de incidente Mapoteca DAH VF 1.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informestécnicosproducidos,,,0.9521740000054706,,,,,,
museo,datasets_md\museo\Informe Anual de Desarrollo Archivístico 2024-2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelíndicededesarrolloarchivístico,,,1.471898899995722,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-001-2025 teletrabajo enero.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.14776890000212,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-002-2025 labores enero.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.6778215999947861,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-003-2025 teletrabajo febrero.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.013623099992401,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-004-2025 labores febrero.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.7645664000010584,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-005-2025 Asesoria DAH.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informestécnicosproducidos,,,1.001951199999894,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-006-2025 labores marzo.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.8586518000083743,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-007-2025 teletrabajo marzo.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.1003471000003628,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-008-2025 reacomodo.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informestécnicosproducidos,,,1.098181299996213,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-009-2025 labores abril.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.7500537000014447,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-010-2025 teletrabajo abril.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.1972651999967638,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-011-2025 DAH conservacion.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informestécnicosproducidos,,,2.457352600002196,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-012-2025 labores mayo.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.7468613999953959,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-013-2025 teletrabajo mayo.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.9210806999908528,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-014-2025 Asesoria DPPC.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informestécnicosproducidos,,,1.0196611999999732,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-015-2025 labores junio.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.849592800004757,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-016-2025 teletrabajo junio.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.0719523999869125,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-017-2025 labores julio.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.8987707999913255,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-018-2025 teletrabajo julio.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.624237800002447,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-019-2025 participacion en comisiones.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.9142419999989216,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-020-2025 labores agosto.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.7250096999923699,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-021-2025 teletrabajo agosto.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.601388199997018,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-022-2025 labores setiembre.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.7532788999960758,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.4985568999982206,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre_1.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.4871939000004204,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-024-2025 labores octubre.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.7580063999921549,,,,,,
museo,datasets_md\museo\INF_MNCR-DAF-AC-025-2025 teletrabajo octubre.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,1.451130599991302,,,,,,
museo,datasets_md\museo\Inscripción capacitacion DIC2024 SIR.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.982893000007607,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 01-08.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6070198999950662,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 02y03-09.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6131315000093309,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 05-09.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.5908165000000736,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 08-08.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.5994738999870606,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 16-07.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.5982875000045169,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 18-07.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6175859999930253,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 21-08 anexo.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,1.3179802999948151,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 21-08.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6026933000102872,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 22-07.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.63263089999964,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 24-07.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6043639999988955,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 29-08 anexo.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informestécnicosproducidos,,,0.9057389999943553,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 29-08.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6317753000039374,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 31-07.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6231878999969922,,,,,,
museo,datasets_md\museo\Justificación de asistencia Sofia Irola.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.5690021000045817,,,,,,
museo,datasets_md\museo\Lista de remision AFC T02-2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,controlesdepréstamodedocumentos,,,2.8364208999992115,,,,,,
museo,datasets_md\museo\Lista de remision DG T01-2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,1.8150209999876097,,,,,,
museo,datasets_md\museo\Lista de remision RH T04-2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,,,1.9159737000009045,,,,,,
museo,datasets_md\museo\Lista de remision T05-2025 DPM.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,1.6470401999977184,,,,,,
museo,datasets_md\museo\MCJ-DVA-1196-2024 Marlen Palma Traslado deshumificadores al MNCR.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,0.4303691999957664,,,,,,
museo,datasets_md\museo\MEM_MNCR-DAF-AC-001-2015.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.3837214000086533,,,,,,
museo,datasets_md\museo\MEM_MNCR-DAF-AC-001-2015_1.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.3914160999993328,,,,,,
museo,datasets_md\museo\MEM_MNCR-DAF-AC-002-2015.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.3734968999924604,,,,,,
museo,datasets_md\museo\MEM_MNCR-DAF-AC-003-2025.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.3853041999973357,,,,,,
museo,datasets_md\museo\MIN MNCR-DAF-AC-001-2024 Plani.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,minutasdereuniones,,,0.8432872999983374,,,,,,
museo,datasets_md\museo\MIN_MNCR-DAF-AC-001-2025 Salida DPPC.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,minutasdereuniones,,,0.8977432999963639,,,,,,
museo,datasets_md\museo\MIN_MNCR-DAF-AC-002-2025 Clasificacion PLAN.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,minutasdereuniones,,,0.7715037000016309,,,,,,
museo,datasets_md\museo\MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,minutasdereuniones,,,0.8504596000129823,,,,,,
museo,datasets_md\museo\MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3_1.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,minutasdereuniones,,,0.743487500003539,,,,,,
museo,datasets_md\museo\OF MNCR-JA-386-2024 AC donación deshumidificadores MCJ act27 a25.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,minutasdereuniones,,,0.6095332999975653,,,,,,
museo,datasets_md\museo\OFI MNCR-DAF-013-2024. Sra. Sofía Irola Rojas. Funciones del puesto.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informesdelabores,,,0.7119657000002917,,,,,,
museo,datasets_md\museo\OFI MNCR-DAF-035-2025. DG. Representantes Comité Gerencial T.I..md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.3606801999994786,,,,,,
museo,datasets_md\museo\OFI MNCR-DAF-040-2024 solicitud criterio legal.md,,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudesadministrativas,,,0.6346961999952327,,,,,,
